6.823946885416374641e+01,2.236312000382993312e-02,1.176729660313014791e-01,8.519647330292853815e-02,2.218309979409859447e-09,9.730351705038037258e-01
6.793354585994829620e+01,2.232641946814940132e-02,1.185755013034454630e-01,8.232323706638310090e-02,2.209843410120651306e-09,9.726444434079428714e-01
6.793354585994829620e+01,2.232641946814940132e-02,1.185755013034454630e-01,8.232323706638310090e-02,2.209843410120651306e-09,9.726444434079428714e-01
6.793354585994829620e+01,2.232641946814940132e-02,1.185755013034454630e-01,8.232323706638310090e-02,2.209843410120651306e-09,9.726444434079428714e-01
6.793354585994829620e+01,2.232641946814940132e-02,1.185755013034454630e-01,8.232323706638310090e-02,2.209843410120651306e-09,9.726444434079428714e-01
6.787476683578654502e+01,2.227933243660958074e-02,1.187915180910020935e-01,8.505092450289515604e-02,2.220052553834070634e-09,9.740511461052264730e-01
6.816635750427765572e+01,2.236821383452425663e-02,1.182578216772837976e-01,8.248045496699477064e-02,2.207703765945598815e-09,9.745670383539248860e-01
6.839385107753702187e+01,2.239484000472255140e-02,1.179044036013549707e-01,7.984082720481887330e-02,2.197003256093197230e-09,9.742482985566266462e-01
6.775304353683138459e+01,2.227253800501083694e-02,1.192836973282686563e-01,7.766685508091096535e-02,2.196487169784407511e-09,9.699812657417987705e-01
6.775304353683138459e+01,2.227253800501083694e-02,1.192836973282686563e-01,7.766685508091096535e-02,2.196487169784407511e-09,9.699812657417987705e-01
6.837062337028577019e+01,2.236649578181339193e-02,1.177055195146565897e-01,7.965408992865589954e-02,2.197143247226092339e-09,9.727747037541277786e-01
6.803008541856394231e+01,2.234315367611372852e-02,1.186911988132984402e-01,8.038330328818017734e-02,2.206594305055602227e-09,9.698171402787933992e-01
6.841575749413208030e+01,2.242863576234756934e-02,1.177405661886069266e-01,7.953968340796079006e-02,2.199216669242699641e-09,9.702388409907336531e-01
6.828449148507651500e+01,2.245668663125166553e-02,1.181530790176899826e-01,7.748606085892179030e-02,2.193768722558436599e-09,9.682396401116893925e-01
6.828449148507651500e+01,2.245668663125166553e-02,1.181530790176899826e-01,7.748606085892179030e-02,2.193768722558436599e-09,9.682396401116893925e-01
6.758132501967139660e+01,2.236120034166643941e-02,1.196675243318857246e-01,7.896830268207967463e-02,2.209348417838868660e-09,9.654056776196217049e-01
6.758132501967139660e+01,2.236120034166643941e-02,1.196675243318857246e-01,7.896830268207967463e-02,2.209348417838868660e-09,9.654056776196217049e-01
6.825318239489203620e+01,2.246090143299044398e-02,1.181131814666581265e-01,7.903252454980971842e-02,2.201915420260357631e-09,9.693391757056866176e-01
6.825318239489203620e+01,2.246090143299044398e-02,1.181131814666581265e-01,7.903252454980971842e-02,2.201915420260357631e-09,9.693391757056866176e-01
6.773298459987091746e+01,2.243274880511004002e-02,1.194770909886654076e-01,8.238614147261481835e-02,2.221901024268415271e-09,9.675605144026773186e-01
6.773298459987091746e+01,2.243274880511004002e-02,1.194770909886654076e-01,8.238614147261481835e-02,2.221901024268415271e-09,9.675605144026773186e-01
6.802823751816306697e+01,2.248621569739561385e-02,1.190106437946387291e-01,7.970451276487963699e-02,2.209715573180737768e-09,9.689149264024417008e-01
6.784320298709835129e+01,2.243635751845531739e-02,1.191570492789999214e-01,7.651599671536360447e-02,2.197429797244168658e-09,9.679559966196086274e-01
6.764662762981245692e+01,2.237073992902161718e-02,1.193882473401420424e-01,7.646030680779263011e-02,2.198216770863205743e-09,9.671753006412083797e-01
6.765927347979804551e+01,2.245151127115015133e-02,1.196943444457397865e-01,7.711904278808505431e-02,2.201616424938848389e-09,9.671982447805419492e-01
6.774809054472464709e+01,2.249691054727370396e-02,1.195327396761936417e-01,7.559046396449470295e-02,2.193782544141311160e-09,9.679760424436343325e-01
6.793336946677615629e+01,2.255280461561971067e-02,1.190339677995875256e-01,7.696682683362926491e-02,2.197855466027757911e-09,9.683804251847234479e-01
6.793336946677615629e+01,2.255280461561971067e-02,1.190339677995875256e-01,7.696682683362926491e-02,2.197855466027757911e-09,9.683804251847234479e-01
6.813600251564474775e+01,2.258918723012667135e-02,1.186571556710952074e-01,7.368743670308459948e-02,2.182275193434031951e-09,9.692220914803422183e-01
6.813600251564474775e+01,2.258918723012667135e-02,1.186571556710952074e-01,7.368743670308459948e-02,2.182275193434031951e-09,9.692220914803422183e-01
6.819172127161202468e+01,2.264629261371340838e-02,1.189744224070943962e-01,7.336231140470830803e-02,2.182322886468170621e-09,9.695596755681958889e-01
6.819172127161202468e+01,2.264629261371340838e-02,1.189744224070943962e-01,7.336231140470830803e-02,2.182322886468170621e-09,9.695596755681958889e-01
6.816999450924775772e+01,2.261143339416717135e-02,1.188715154410207309e-01,7.404006583518901730e-02,2.184410018544435499e-09,9.689704976090266486e-01
6.813679540420631042e+01,2.255377904751993193e-02,1.186552665851678540e-01,7.426844569665431994e-02,2.184052000522860387e-09,9.703785735745797947e-01
6.839077479654334013e+01,2.253170191433205918e-02,1.178446212402577131e-01,7.609851100041999106e-02,2.186785873304337628e-09,9.722204584568393537e-01
6.839077479654334013e+01,2.253170191433205918e-02,1.178446212402577131e-01,7.609851100041999106e-02,2.186785873304337628e-09,9.722204584568393537e-01
6.839077479654334013e+01,2.253170191433205918e-02,1.178446212402577131e-01,7.609851100041999106e-02,2.186785873304337628e-09,9.722204584568393537e-01
6.819299105925524884e+01,2.252915820319570384e-02,1.183552743749591296e-01,7.464663609410696066e-02,2.183017758274690795e-09,9.715354364459818370e-01
6.813946224872738355e+01,2.252974660405389351e-02,1.186184506448737241e-01,7.396669530035120121e-02,2.180395955217342441e-09,9.721770742463099468e-01
